t,Ug,Us,Pij,Pg,Pgt,delta
0.010,6.300,110.000,9.313,9.700,9.700,51.09
0.020,6.300,110.000,9.313,9.700,9.700,51.09
0.030,6.300,110.000,9.313,9.700,9.700,51.09
0.040,6.300,110.000,9.313,9.700,9.700,51.09
0.050,6.300,110.000,9.313,9.700,9.700,51.09
0.060,6.300,110.000,9.313,9.700,9.700,51.09
0.070,6.300,110.000,9.313,9.700,9.700,51.09
0.080,6.300,110.000,9.313,9.700,9.700,51.09
0.090,6.300,110.000,9.313,9.700,9.700,51.09
0.100,6.300,110.000,9.313,9.700,9.700,51.09
0.110,6.300,110.000,9.313,9.700,9.700,51.09
0.120,6.300,110.000,9.313,9.700,9.700,51.09
0.130,6.300,110.000,9.313,9.700,9.700,51.09
0.140,6.300,110.000,9.313,9.700,9.700,51.09
0.150,6.300,110.000,9.313,9.700,9.700,51.09
0.160,6.300,110.000,9.313,9.700,9.700,51.09
0.170,6.300,110.000,9.313,9.700,9.700,51.09
0.180,6.300,110.000,9.313,9.700,9.700,51.09
0.190,6.300,110.000,9.313,9.700,9.700,51.09
0.200,6.300,110.000,9.313,9.700,9.700,51.09
0.210,6.300,110.000,9.313,9.700,9.700,51.09
0.220,6.300,110.000,9.313,9.700,9.700,51.09
0.230,6.300,110.000,9.313,9.700,9.700,51.09
0.240,6.300,110.000,9.313,9.700,9.700,51.09
0.250,6.300,110.000,9.313,9.700,9.700,51.09
0.260,6.300,110.000,9.313,9.700,9.700,51.09
0.270,6.300,110.000,9.313,9.700,9.700,51.09
0.280,6.300,110.000,9.313,9.700,9.700,51.09
0.290,6.300,110.000,9.313,9.700,9.700,51.09
0.300,6.300,110.000,9.313,9.700,9.700,51.09
0.310,6.300,110.000,9.313,9.700,9.700,51.09
0.320,6.300,110.000,9.313,9.700,9.700,51.09
0.330,6.300,110.000,9.313,9.700,9.700,51.09
0.340,6.300,110.000,9.313,9.700,9.700,51.09
0.350,6.300,110.000,9.313,9.700,9.700,51.09
0.360,6.300,110.000,9.313,9.700,9.700,51.09
0.370,6.300,110.000,9.313,9.700,9.700,51.09
0.380,6.300,110.000,9.313,9.700,9.700,51.09
0.390,6.300,110.000,9.313,9.700,9.700,51.09
0.400,6.300,110.000,9.313,9.700,9.700,51.09
0.410,6.300,110.000,9.313,9.700,9.700,51.09
0.420,6.300,110.000,9.313,9.700,9.700,51.09
0.430,6.300,110.000,9.313,9.700,9.700,51.09
0.440,6.300,110.000,9.313,9.700,9.700,51.09
0.450,6.300,110.000,9.313,9.700,9.700,51.09
0.460,6.300,110.000,9.313,9.700,9.700,51.09
0.470,6.300,110.000,9.313,9.700,9.700,51.09
0.480,6.300,110.000,9.313,9.700,9.700,51.09
0.490,6.300,110.000,9.313,9.700,9.700,51.09
0.500,6.300,110.000,9.313,9.700,9.700,51.09
0.510,6.300,110.000,9.313,9.700,9.700,51.09
0.520,6.300,110.000,9.313,9.700,9.700,51.09
0.530,6.300,110.000,9.313,9.700,9.700,51.09
0.540,6.300,110.000,9.313,9.700,9.700,51.09
0.550,6.300,110.000,9.313,9.700,9.700,51.09
0.560,6.300,110.000,9.313,9.700,9.700,51.09
0.570,6.300,110.000,9.313,9.700,9.700,51.09
0.580,6.300,110.000,9.313,9.700,9.700,51.09
0.590,6.300,110.000,9.313,9.700,9.700,51.09
0.600,6.300,110.000,9.313,9.700,9.700,51.09
0.610,6.300,110.000,9.313,9.700,9.700,51.09
